DexNumber,Name,Category,Ability1,Ability2,HiddenAbility,Generation,Hp,Attack,Defense,SpecialAttack,SpecialDefense,Speed,TotalStats,Weight,Height,GenderProbM,NoGender,CatchRate,EggCycles,LevelingRate,BaseFriendship,IsLegendary,IsMythical,IsUltraBeast,HasMega,EvoStage,TotalEvoStages,PreevoName,Type_Bug,Type_Dark,Type_Dragon,Type_Electric,Type_Fairy,Type_Fighting,Type_Fire,Type_Flying,Type_Ghost,Type_Grass,Type_Ground,Type_Ice,Type_Normal,Type_Poison,Type_Psychic,Type_Rock,Type_Steel,Type_Water,DamageFromNormal,DamageFromFighting,DamageFromFlying,DamageFromPoison,DamageFromGround,DamageFromRock,DamageFromBug,DamageFromGhost,DamageFromSteel,DamageFromFire,DamageFromWater,DamageFromGrass,DamageFromElectric,DamageFromPsychic,DamageFromIce,DamageFromDragon,DamageFromDark,DamageFromFairy,Egg_Amorphous,Egg_Bug,Egg_Ditto,Egg_Dragon,Egg_Fairy,Egg_Field,Egg_Flying,Egg_Grass,Egg_Human-Like,Egg_Mineral,Egg_Monster,Egg_No Eggs Discovered,Egg_Water 1,Egg_Water 2,Egg_Water 3
583,Vanillish,Icy Snow Pokémon,Ice Body,Snow Cloak,Weak Armor,5,51,65,65,80,75,59,395,41.0,1.1,0.5,0,120,20,1250000,70,0,0,0,0,2,3,Vanillite,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0,0,0.0,0,0,0,0,0,0,1,0,1,0,0,0
584,Vanilluxe,Snowstorm Pokémon,Ice Body,Snow Warning,Weak Armor,5,71,95,85,110,95,79,535,57.5,1.3,0.5,0,45,20,1250000,70,0,0,0,0,3,3,Vanillish,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0,0,0.0,0,0,0,0,0,0,1,0,1,0,0,0
585,Deerling Spring Form,Season Pokémon,Chlorophyll,Sap Sipper,Serene Grace,5,60,60,50,40,50,75,335,19.5,0.6,0.5,0,190,20,1000000,70,0,0,0,0,1,2,No Preevolution,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1.0,2.0,2.0,2.0,0.5,1.0,2.0,0.0,1.0,2.0,0.5,0.5,0.5,1.0,2.0,1.0,1.0,1.0,0,0,0.0,0,0,1,0,0,0,0,0,1,0,0,0
585,Deerling Summer Form,Season Pokémon,Chlorophyll,Sap Sipper,Serene Grace,5,60,60,50,40,50,75,335,19.5,0.6,0.5,0,190,20,1000000,70,0,0,0,0,1,2,No Preevolution,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1.0,2.0,2.0,2.0,0.5,1.0,2.0,0.0,1.0,2.0,0.5,0.5,0.5,1.0,2.0,1.0,1.0,1.0,0,0,0.0,0,0,1,0,0,0,0,0,1,0,0,0
585,Deerling Autumn Form,Season Pokémon,Chlorophyll,Sap Sipper,Serene Grace,5,60,60,50,40,50,75,335,19.5,0.6,0.5,0,190,20,1000000,70,0,0,0,0,1,2,No Preevolution,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1.0,2.0,2.0,2.0,0.5,1.0,2.0,0.0,1.0,2.0,0.5,0.5,0.5,1.0,2.0,1.0,1.0,1.0,0,0,0.0,0,0,1,0,0,0,0,0,1,0,0,0
585,Deerling Winter Form,Season Pokémon,Chlorophyll,Sap Sipper,Serene Grace,5,60,60,50,40,50,75,335,19.5,0.6,0.5,0,190,20,1000000,70,0,0,0,0,1,2,No Preevolution,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1.0,2.0,2.0,2.0,0.5,1.0,2.0,0.0,1.0,2.0,0.5,0.5,0.5,1.0,2.0,1.0,1.0,1.0,0,0,0.0,0,0,1,0,0,0,0,0,1,0,0,0
586,Sawsbuck Spring Form,Season Pokémon,Chlorophyll,Sap Sipper,Serene Grace,5,80,100,70,60,70,95,475,92.5,1.9,0.5,0,75,20,1000000,70,0,0,0,0,2,2,Deerling Spring Form,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1.0,2.0,2.0,2.0,0.5,1.0,2.0,0.0,1.0,2.0,0.5,0.5,0.5,1.0,2.0,1.0,1.0,1.0,0,0,0.0,0,0,1,0,0,0,0,0,1,0,0,0
586,Sawsbuck Summer Form,Season Pokémon,Chlorophyll,Sap Sipper,Serene Grace,5,80,100,70,60,70,95,475,92.5,1.9,0.5,0,75,20,1000000,70,0,0,0,0,2,2,Deerling Summer Form,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1.0,2.0,2.0,2.0,0.5,1.0,2.0,0.0,1.0,2.0,0.5,0.5,0.5,1.0,2.0,1.0,1.0,1.0,0,0,0.0,0,0,1,0,0,0,0,0,1,0,0,0
586,Sawsbuck Autumn Form,Season Pokémon,Chlorophyll,Sap Sipper,Serene Grace,5,80,100,70,60,70,95,475,92.5,1.9,0.5,0,75,20,1000000,70,0,0,0,0,2,2,Deerling Autumn Form,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1.0,2.0,2.0,2.0,0.5,1.0,2.0,0.0,1.0,2.0,0.5,0.5,0.5,1.0,2.0,1.0,1.0,1.0,0,0,0.0,0,0,1,0,0,0,0,0,1,0,0,0
586,Sawsbuck Winter Form,Season Pokémon,Chlorophyll,Sap Sipper,Serene Grace,5,80,100,70,60,70,95,475,92.5,1.9,0.5,0,75,20,1000000,70,0,0,0,0,2,2,Deerling Winter Form,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1.0,2.0,2.0,2.0,0.5,1.0,2.0,0.0,1.0,2.0,0.5,0.5,0.5,1.0,2.0,1.0,1.0,1.0,0,0,0.0,0,0,1,0,0,0,0,0,1,0,0,0
587,Emolga,Sky Squirrel Pokémon,Static,None,Motor Drive,5,55,75,60,75,60,103,428,5.0,0.4,0.5,0,200,20,1000000,70,0,0,0,0,1,1,No Preevolution,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1.0,0.5,0.5,1.0,0.0,2.0,0.5,1.0,0.5,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,0,0,0.0,0,0,1,0,0,0,0,0,1,0,0,0
588,Karrablast,Clamping Pokémon,Swarm,Shed Skin,No Guard,5,50,75,45,40,45,60,315,5.9,0.5,0.5,0,200,15,1000000,70,0,0,0,0,1,2,No Preevolution,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.5,2.0,1.0,0.5,2.0,1.0,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0,1,0.0,0,0,0,0,0,0,0,0,1,0,0,0
589,Escavalier,Cavalry Pokémon,Swarm,Shell Armor,Overcoat,5,70,135,105,60,105,20,495,33.0,1.0,0.5,0,75,15,1000000,70,0,0,0,0,2,2,Karrablast,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.5,1.0,1.0,0.0,1.0,1.0,0.5,1.0,0.5,4.0,1.0,0.25,1.0,0.5,0.5,0.5,1.0,0.5,0,1,0.0,0,0,0,0,0,0,0,0,1,0,0,0
590,Foongus,Mushroom Pokémon,Effect Spore,None,Regenerator,5,69,55,45,55,55,15,294,1.0,0.2,0.5,0,190,20,1000000,70,0,0,0,0,1,2,No Preevolution,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1.0,0.5,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,0.25,0.5,2.0,2.0,1.0,1.0,0.5,0,0,0.0,0,0,0,0,1,0,0,0,1,0,0,0
591,Amoonguss,Mushroom Pokémon,Effect Spore,None,Regenerator,5,114,85,70,85,80,30,464,10.5,0.6,0.5,0,75,20,1000000,70,0,0,0,0,2,2,Foongus,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1.0,0.5,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,0.25,0.5,2.0,2.0,1.0,1.0,0.5,0,0,0.0,0,0,0,0,1,0,0,0,1,0,0,0
592,Frillish,Floating Pokémon,Water Absorb,Cursed Body,Damp,5,55,40,50,65,85,40,335,33.0,1.2,0.5,0,190,20,1000000,70,0,0,0,0,1,2,No Preevolution,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.0,0.0,1.0,0.5,1.0,1.0,0.5,2.0,0.5,0.5,0.5,2.0,2.0,1.0,0.5,1.0,2.0,1.0,1,0,0.0,0,0,0,0,0,0,0,0,1,0,0,0
593,Jellicent,Floating Pokémon,Water Absorb,Cursed Body,Damp,5,100,60,70,85,105,60,480,135.0,2.2,0.5,0,60,20,1000000,70,0,0,0,0,2,2,Frillish,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.0,0.0,1.0,0.5,1.0,1.0,0.5,2.0,0.5,0.5,0.5,2.0,2.0,1.0,0.5,1.0,2.0,1.0,1,0,0.0,0,0,0,0,0,0,0,0,1,0,0,0
594,Alomomola,Caring Pokémon,Healer,Hydration,Regenerator,5,165,75,80,40,45,65,470,31.6,1.2,0.5,0,75,40,800000,70,0,0,0,0,1,1,No Preevolution,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,2.0,2.0,1.0,0.5,1.0,1.0,1.0,0,0,0.0,0,0,0,0,0,0,0,0,0,1,1,0
595,Joltik,Attaching Pokémon,Compound Eyes,Unnerve,Swarm,5,50,47,50,57,50,65,319,0.6,0.1,0.5,0,190,20,1000000,70,0,0,0,0,1,2,No Preevolution,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.5,1.0,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,1.0,0,1,0.0,0,0,0,0,0,0,0,0,1,0,0,0
596,Galvantula,EleSpider Pokémon,Compound Eyes,Unnerve,Swarm,5,70,77,60,97,60,108,472,14.3,0.8,0.5,0,75,20,1000000,70,0,0,0,0,2,2,Joltik,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.5,1.0,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,1.0,0,1,0.0,0,0,0,0,0,0,0,0,1,0,0,0
597,Ferroseed,Thorn Seed Pokémon,Iron Barbs,None,None,5,44,50,91,24,86,10,305,18.8,0.6,0.5,0,255,20,1000000,70,0,0,0,0,1,2,No Preevolution,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0.5,2.0,1.0,0.0,1.0,0.5,1.0,1.0,0.5,4.0,0.5,0.25,0.5,0.5,1.0,0.5,1.0,0.5,0,0,0.0,0,0,0,0,1,0,1,0,0,0,0,0
598,Ferrothorn,Thorn Pod Pokémon,Iron Barbs,None,Anticipation,5,74,94,131,54,116,20,489,110.0,1.0,0.5,0,90,20,1000000,70,0,0,0,0,2,2,Ferroseed,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0.5,2.0,1.0,0.0,1.0,0.5,1.0,1.0,0.5,4.0,0.5,0.25,0.5,0.5,1.0,0.5,1.0,0.5,0,0,0.0,0,0,0,0,1,0,1,0,0,0,0,0
599,Klink,Gear Pokémon,Plus,Minus,Clear Body,5,40,55,70,45,60,30,300,21.0,0.3,0.5,1,130,20,1059860,70,0,0,0,0,1,3,No Preevolution,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0.5,2.0,0.5,0.0,2.0,0.5,0.5,1.0,0.5,2.0,1.0,0.5,1.0,0.5,0.5,0.5,1.0,0.5,0,0,0.0,0,0,0,0,0,0,1,0,1,0,0,0
600,Klang,Gear Pokémon,Plus,Minus,Clear Body,5,60,80,95,70,85,50,440,51.0,0.6,0.5,1,60,20,1059860,70,0,0,0,0,2,3,Klink,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0.5,2.0,0.5,0.0,2.0,0.5,0.5,1.0,0.5,2.0,1.0,0.5,1.0,0.5,0.5,0.5,1.0,0.5,0,0,0.0,0,0,0,0,0,0,1,0,1,0,0,0
601,Klinklang,Gear Pokémon,Plus,Minus,Clear Body,5,60,100,115,70,85,90,520,81.0,0.6,0.5,1,30,20,1059860,70,0,0,0,0,3,3,Klang,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0.5,2.0,0.5,0.0,2.0,0.5,0.5,1.0,0.5,2.0,1.0,0.5,1.0,0.5,0.5,0.5,1.0,0.5,0,0,0.0,0,0,0,0,0,0,1,0,1,0,0,0
602,Tynamo,EleFish Pokémon,Levitate,None,None,5,35,55,40,45,40,60,275,0.3,0.2,0.5,0,190,20,1250000,70,0,0,0,0,1,3,No Preevolution,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,0.5,1.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1,0,0.0,0,0,0,0,0,0,0,0,1,0,0,0
603,Eelektrik,EleFish Pokémon,Levitate,None,None,5,65,85,70,75,70,40,405,22.0,1.2,0.5,0,60,20,1250000,70,0,0,0,0,2,3,Tynamo,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,0.5,1.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1,0,0.0,0,0,0,0,0,0,0,0,1,0,0,0
604,Eelektross,EleFish Pokémon,Levitate,None,None,5,85,115,80,105,80,50,515,80.5,2.1,0.5,0,30,20,1250000,70,0,0,0,0,3,3,Eelektrik,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,0.5,1.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1,0,0.0,0,0,0,0,0,0,0,0,1,0,0,0
605,Elgyem,Cerebral Pokémon,Telepathy,Synchronize,Analytic,5,55,55,55,85,55,30,335,9.0,0.5,0.5,0,255,20,1000000,70,0,0,0,0,1,2,No Preevolution,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0,0,0.0,0,0,0,0,0,1,0,0,1,0,0,0
606,Beheeyem,Cerebral Pokémon,Telepathy,Synchronize,Analytic,5,75,75,75,125,95,40,485,34.5,1.0,0.5,0,90,20,1000000,70,0,0,0,0,2,2,Elgyem,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0,0,0.0,0,0,0,0,0,1,0,0,1,0,0,0
607,Litwick,Candle Pokémon,Flash Fire,Flame Body,Infiltrator,5,50,30,55,65,55,20,275,3.1,0.3,0.5,0,190,20,1059860,70,0,0,0,0,1,3,No Preevolution,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.5,2.0,2.0,0.25,2.0,0.5,0.5,2.0,0.5,1.0,1.0,0.5,1.0,2.0,0.5,1,0,0.0,0,0,0,0,0,0,0,0,1,0,0,0
608,Lampent,Lamp Pokémon,Flash Fire,Flame Body,Infiltrator,5,60,40,60,95,60,55,370,13.0,0.6,0.5,0,90,20,1059860,70,0,0,0,0,2,3,Litwick,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.5,2.0,2.0,0.25,2.0,0.5,0.5,2.0,0.5,1.0,1.0,0.5,1.0,2.0,0.5,1,0,0.0,0,0,0,0,0,0,0,0,1,0,0,0
609,Chandelure,Luring Pokémon,Flash Fire,Flame Body,Infiltrator,5,60,55,90,145,90,80,520,34.3,1.0,0.5,0,45,20,1059860,70,0,0,0,0,3,3,Lampent,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.5,2.0,2.0,0.25,2.0,0.5,0.5,2.0,0.5,1.0,1.0,0.5,1.0,2.0,0.5,1,0,0.0,0,0,0,0,0,0,0,0,1,0,0,0
610,Axew,Tusk Pokémon,Rivalry,Mold Breaker,Unnerve,5,46,87,60,30,40,57,320,18.0,0.6,0.5,0,75,40,1250000,35,0,0,0,0,1,3,No Preevolution,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,0.5,1.0,2.0,2.0,1.0,2.0,0,0,0.0,1,0,0,0,0,0,0,1,0,0,0,0
611,Fraxure,Axe Jaw Pokémon,Rivalry,Mold Breaker,Unnerve,5,66,117,70,40,50,67,410,36.0,1.0,0.5,0,60,40,1250000,35,0,0,0,0,2,3,Axew,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,0.5,1.0,2.0,2.0,1.0,2.0,0,0,0.0,1,0,0,0,0,0,0,1,0,0,0,0
612,Haxorus,Axe Jaw Pokémon,Rivalry,Mold Breaker,Unnerve,5,76,147,90,60,70,97,540,105.5,1.8,0.5,0,45,40,1250000,35,0,0,0,0,3,3,Fraxure,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,0.5,1.0,2.0,2.0,1.0,2.0,0,0,0.0,1,0,0,0,0,0,0,1,0,0,0,0
613,Cubchoo,Chill Pokémon,Snow Cloak,Slush Rush,Rattled,5,55,70,40,60,40,40,305,8.5,0.5,0.5,0,120,20,1000000,70,0,0,0,0,1,2,No Preevolution,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0,0,0.0,0,0,1,0,0,0,0,0,1,0,0,0
614,Beartic,Freezing Pokémon,Snow Cloak,Slush Rush,Swift Swim,5,95,130,80,70,80,50,505,260.0,2.6,0.5,0,60,20,1000000,70,0,0,0,0,2,2,Cubchoo,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0,0,0.0,0,0,1,0,0,0,0,0,1,0,0,0
615,Cryogonal,Crystallizing Pokémon,Levitate,None,None,5,80,50,50,95,135,105,515,148.0,1.1,0.5,1,25,25,1000000,70,0,0,0,0,1,1,No Preevolution,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0,0,0.0,0,0,0,0,0,0,1,0,1,0,0,0
616,Shelmet,Snail Pokémon,Hydration,Shell Armor,Overcoat,5,50,40,85,40,65,25,305,7.7,0.4,0.5,0,200,15,1000000,70,0,0,0,0,1,2,No Preevolution,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.5,2.0,1.0,0.5,2.0,1.0,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0,1,0.0,0,0,0,0,0,0,0,0,1,0,0,0
617,Accelgor,Shell Out Pokémon,Hydration,Sticky Hold,Unburden,5,80,70,40,100,60,145,495,25.3,0.8,0.5,0,75,15,1000000,70,0,0,0,0,2,2,Shelmet,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.5,2.0,1.0,0.5,2.0,1.0,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0,1,0.0,0,0,0,0,0,0,0,0,1,0,0,0
618,Stunfisk,Trap Pokémon,Static,Limber,Sand Veil,5,109,66,84,81,99,32,471,11.0,0.7,0.5,0,75,20,1000000,70,0,0,0,0,1,1,No Preevolution,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1.0,1.0,0.5,0.5,2.0,0.5,1.0,1.0,0.5,1.0,2.0,2.0,0.0,1.0,2.0,1.0,1.0,1.0,1,0,0.0,0,0,0,0,0,0,0,0,0,1,0,0
618,Galarian Stunfisk,Trap Pokémon,Mimicry,None,None,8,109,81,99,66,84,32,471,11.0,0.7,0.5,0,75,20,1000000,70,0,0,0,0,1,1,No Preevolution,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0.5,2.0,0.5,0.0,2.0,0.25,0.5,1.0,0.5,2.0,2.0,1.0,0.0,0.5,1.0,0.5,1.0,0.5,1,0,0.0,0,0,0,0,0,0,0,0,0,1,0,0
619,Mienfoo,Martial Arts Pokémon,Inner Focus,Regenerator,Reckless,5,45,85,50,55,50,65,350,20.0,0.9,0.5,0,180,25,1059860,70,0,0,0,0,1,2,No Preevolution,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,2.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.5,2.0,0,0,0.0,0,0,1,0,0,1,0,0,0,0,0,0
620,Mienshao,Martial Arts Pokémon,Inner Focus,Regenerator,Reckless,5,65,125,60,95,60,105,510,35.5,1.4,0.5,0,45,25,1059860,70,0,0,0,0,2,2,Mienfoo,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,2.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.5,2.0,0,0,0.0,0,0,1,0,0,1,0,0,0,0,0,0
621,Druddigon,Cave Pokémon,Rough Skin,Sheer Force,Mold Breaker,5,77,120,90,60,90,48,485,139.0,1.6,0.5,0,45,30,1000000,70,0,0,0,0,1,1,No Preevolution,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,0.5,1.0,2.0,2.0,1.0,2.0,0,0,0.0,1,0,0,0,0,0,0,1,0,0,0,0
622,Golett,Automaton Pokémon,Iron Fist,Klutz,No Guard,5,59,74,50,35,50,35,303,92.0,1.0,0.5,1,190,25,1000000,70,0,0,0,0,1,2,No Preevolution,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0.0,0.0,1.0,0.25,1.0,0.5,0.5,2.0,1.0,1.0,2.0,2.0,0.0,1.0,2.0,1.0,2.0,1.0,0,0,0.0,0,0,0,0,0,0,1,0,1,0,0,0
623,Golurk,Automaton Pokémon,Iron Fist,Klutz,No Guard,5,89,124,80,55,80,55,483,330.0,2.8,0.5,1,90,25,1000000,70,0,0,0,0,2,2,Golett,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0.0,0.0,1.0,0.25,1.0,0.5,0.5,2.0,1.0,1.0,2.0,2.0,0.0,1.0,2.0,1.0,2.0,1.0,0,0,0.0,0,0,0,0,0,0,1,0,1,0,0,0
624,Pawniard,Sharp Blade Pokémon,Defiant,Inner Focus,Pressure,5,45,85,70,40,40,60,340,10.2,0.5,0.5,0,120,20,1000000,35,0,0,0,0,1,3,No Preevolution,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.5,4.0,0.5,0.0,2.0,0.5,1.0,0.5,0.5,2.0,1.0,0.5,1.0,0.0,0.5,0.5,0.5,1.0,0,0,0.0,0,0,0,0,0,1,0,0,1,0,0,0
625,Bisharp,Sword Blade Pokémon,Defiant,Inner Focus,Pressure,5,65,125,100,60,70,70,490,70.0,1.6,0.5,0,45,20,1000000,35,0,0,0,0,2,3,Pawniard,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.5,4.0,0.5,0.0,2.0,0.5,1.0,0.5,0.5,2.0,1.0,0.5,1.0,0.0,0.5,0.5,0.5,1.0,0,0,0.0,0,0,0,0,0,1,0,0,1,0,0,0
626,Bouffalant,Bash Buffalo Pokémon,Reckless,Sap Sipper,Soundproof,5,95,110,95,40,95,55,490,94.6,1.6,0.5,0,45,20,1000000,70,0,0,0,0,1,1,No Preevolution,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0.0,0,0,1,0,0,0,0,0,1,0,0,0
627,Rufflet,Eaglet Pokémon,Keen Eye,Sheer Force,Hustle,5,70,83,50,37,50,60,350,10.5,0.5,1.0,0,190,20,1250000,70,0,0,0,0,1,2,No Preevolution,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1.0,1.0,1.0,1.0,0.0,2.0,0.5,0.0,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0,0,0.0,0,0,0,1,0,0,0,0,1,0,0,0
628,Braviary,Valiant Pokémon,Keen Eye,Sheer Force,Defiant,5,100,123,75,57,75,80,510,41.0,1.5,1.0,0,60,20,1250000,70,0,0,0,0,2,2,Rufflet,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1.0,1.0,1.0,1.0,0.0,2.0,0.5,0.0,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0,0,0.0,0,0,0,1,0,0,0,0,1,0,0,0
628,Hisuian Braviary,Valiant Pokémon,Keen Eye,Sheer Force,Tinted Lens,8,110,83,70,112,70,65,510,41.0,1.5,1.0,0,60,20,1250000,70,0,0,0,0,2,2,Rufflet,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1.0,0.25,1.0,1.0,0.0,2.0,1.0,2.0,1.0,1.0,1.0,0.5,2.0,0.5,2.0,1.0,2.0,1.0,0,0,0.0,0,0,0,1,0,0,0,0,1,0,0,0
629,Vullaby,Diapered Pokémon,Big Pecks,Overcoat,Weak Armor,5,70,55,75,45,65,60,370,9.0,0.5,0.0,0,190,20,1250000,35,0,0,0,0,1,2,No Preevolution,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1.0,1.0,1.0,1.0,0.0,2.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,0.0,2.0,1.0,0.5,2.0,0,0,0.0,0,0,0,1,0,0,0,0,1,0,0,0
630,Mandibuzz,Bone Vulture Pokémon,Big Pecks,Overcoat,Weak Armor,5,110,65,105,55,95,80,510,39.5,1.2,0.0,0,60,20,1250000,35,0,0,0,0,2,2,Vullaby,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1.0,1.0,1.0,1.0,0.0,2.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,0.0,2.0,1.0,0.5,2.0,0,0,0.0,0,0,0,1,0,0,0,0,1,0,0,0
