"DexNumber","Name","Type","Abilities","Generation","Hp","Attack","Defense","SpecialAttack","SpecialDefense","Speed","TotalStats","Weight","Height","GenderProbM","Category","CatchRate","EggCycles","EggGroup","LevelingRate","BaseFriendship"
648,"Meloetta Aria Forme","['Normal', 'Psychic']","['Serene Grace']","V",100,77,77,128,128,90,600,6.5,0.6,"","Melody Pokémon","3","120",['No Eggs Discovered'],"Slow
","100
"
648,"Meloetta Pirouette Forme","['Normal', 'Fighting']","['Serene Grace']","V",100,128,90,77,77,128,600,6.5,0.6,"","Melody Pokémon","3","120",['No Eggs Discovered'],"Slow
","100
"
649,"Genesect Genesect(no drive)","['Bug', 'Steel']","['Download']","V",71,120,95,120,95,99,600,82.5,1.5,"","Paleozoic Pokémon","3","120",['No Eggs Discovered'],"Slow
","0
"
649,"Genesect Genesect(Douse Drive)","['Bug', 'Steel']","['Download']","V",71,120,95,120,95,99,600,82.5,1.5,"","Paleozoic Pokémon","3","120",['No Eggs Discovered'],"Slow
","0
"
649,"Genesect Genesect(Shock Drive)","['Bug', 'Steel']","['Download']","V",71,120,95,120,95,99,600,82.5,1.5,"","Paleozoic Pokémon","3","120",['No Eggs Discovered'],"Slow
","0
"
649,"Genesect Genesect(Burn Drive)","['Bug', 'Steel']","['Download']","V",71,120,95,120,95,99,600,82.5,1.5,"","Paleozoic Pokémon","3","120",['No Eggs Discovered'],"Slow
","0
"
649,"Genesect Genesect(Chill Drive)","['Bug', 'Steel']","['Download']","V",71,120,95,120,95,99,600,82.5,1.5,"","Paleozoic Pokémon","3","120",['No Eggs Discovered'],"Slow
","0
"
650,"Chespin","['Grass']","['Overgrow', 'Bulletproof']","VI",56,61,65,48,45,38,313,9.0,0.4,0.875,"Spiny Nut Pokémon","45","20",['Field'],"Medium Slow
","70
"
651,"Quilladin","['Grass']","['Overgrow', 'Bulletproof']","VI",61,78,95,56,58,57,405,29.0,0.7,0.875,"Spiny Armor Pokémon","45","20",['Field'],"Medium Slow
","70
"
652,"Chesnaught","['Grass', 'Fighting']","['Overgrow', 'Bulletproof']","VI",88,107,122,74,75,64,530,90.0,1.6,0.875,"Spiny Armor Pokémon","45","20",['Field'],"Medium Slow
","70
"
653,"Fennekin","['Fire']","['Blaze', 'Magician']","VI",40,45,40,62,60,60,307,9.4,0.4,0.875,"Fox Pokémon","45","20",['Field'],"Medium Slow
","70
"
654,"Braixen","['Fire']","['Blaze', 'Magician']","VI",59,59,58,90,70,73,409,14.5,1.0,0.875,"Fox Pokémon","45","20",['Field'],"Medium Slow
","70
"
655,"Delphox","['Fire', 'Psychic']","['Blaze', 'Magician']","VI",75,69,72,114,100,104,534,39.0,1.5,0.875,"Fox Pokémon","45","20",['Field'],"Medium Slow
","70
"
656,"Froakie","['Water']","['Torrent', 'Protean']","VI",41,56,40,62,44,71,314,7.0,0.3,0.875,"Bubble Frog Pokémon","45","20",['Water 1'],"Medium Slow
","70
"
657,"Frogadier","['Water']","['Torrent', 'Protean']","VI",54,63,52,83,56,97,405,10.9,0.6,0.875,"Bubble Frog Pokémon","45","20",['Water 1'],"Medium Slow
","70
"
658,"Greninja","['Water', 'Dark']","['Protean']","VI",72,95,67,103,71,122,640,40.0,1.5,0.875,"Ninja Pokémon","45","20",['Water 1' 'No Eggs Discovered'],"Medium Slow
","70
"
659,"Bunnelby","['Normal']","['Pickup', 'Cheek Pouch', 'Huge Power']","VI",38,36,38,32,36,57,237,5.0,0.4,0.5,"Digging Pokémon","255","15",['Field'],"Medium Fast
","70
"
660,"Diggersby","['Normal', 'Ground']","['Pickup', 'Cheek Pouch', 'Huge Power']","VI",85,56,77,50,77,78,423,42.4,1.0,0.5,"Digging Pokémon","127","15",['Field'],"Medium Fast
","70
"
661,"Fletchling","['Normal', 'Flying']","['Big Pecks', 'Gale Wings']","VI",45,50,43,40,38,62,278,1.7,0.3,0.5,"Tiny Robin Pokémon","255","15",['Flying'],"Medium Slow
","70
"
662,"Fletchinder","['Fire', 'Flying']","['Flame Body', 'Gale Wings']","VI",62,73,55,56,52,84,382,16.0,0.7,0.5,"Ember Pokémon","120","15",['Flying'],"Medium Slow
","70
"
663,"Talonflame","['Fire', 'Flying']","['Flame Body', 'Gale Wings']","VI",78,81,71,74,69,126,499,24.5,1.2,0.5,"Scorching Pokémon","45","15",['Flying'],"Medium Slow
","70
"
664,"Scatterbug","['Bug']","['Shield Dust', 'Compound Eyes', 'Friend Guard']","VI",38,35,40,27,25,35,200,2.5,0.3,0.5,"Scatterdust Pokémon","255","15",['Bug'],"Medium Fast
","70
"
665,"Spewpa","['Bug']","['Shed Skin', 'Friend Guard']","VI",45,22,60,27,30,29,213,8.4,0.3,0.5,"Scatterdust Pokémon","120","15",['Bug'],"Medium Fast
","70
"
666,"Vivillon Meadow Pattern","['Bug', 'Flying']","['Shield Dust', 'Compound Eyes', 'Friend Guard']","VI",80,52,50,90,50,89,411,17.0,1.2,0.5,"Scale Pokémon","45","15",['Bug'],"Medium Fast
","70
"
667,"Litleo","['Fire', 'Normal']","['Rivalry', 'Unnerve', 'Moxie']","VI",62,50,58,73,54,72,369,13.5,0.6,0.125,"Lion Cub Pokémon","220","20",['Field'],"Medium Slow
","70
"
668,"Pyroar","['Fire', 'Normal']","['Rivalry', 'Unnerve', 'Moxie']","VI",86,68,72,109,66,106,507,81.5,1.5,0.125,"Royal Pokémon","65","20",['Field'],"Medium Slow
","70
"
669,"Flabébé Red Flower","['Fairy']","['Symbiosis']","VI",44,38,39,61,79,42,303,0.1,0.1,0.0,"Single Bloom Pokémon","225","20",['Fairy'],"Medium Fast
","70
"
669,"Flabébé Yellow Flower","['Fairy']","['Flower Veil', 'Symbiosis']","VI",44,38,39,61,79,42,303,0.1,0.1,0.0,"Single Bloom Pokémon","225","20",['Fairy'],"Medium Fast
","70
"
669,"Flabébé Orange Flower","['Fairy']","['Symbiosis']","VI",44,38,39,61,79,42,303,0.1,0.1,0.0,"Single Bloom Pokémon","225","20",['Fairy'],"Medium Fast
","70
"
669,"Flabébé Blue Flower","['Fairy']","['Symbiosis']","VI",44,38,39,61,79,42,303,0.1,0.1,0.0,"Single Bloom Pokémon","225","20",['Fairy'],"Medium Fast
","70
"
669,"Flabébé White Flower","['Fairy']","['Symbiosis']","VI",44,38,39,61,79,42,303,0.1,0.1,0.0,"Single Bloom Pokémon","225","20",['Fairy'],"Medium Fast
","70
"
670,"Floette Red Flower","['Fairy']","['Symbiosis']","VI",74,65,67,125,128,92,551,0.9,0.2,0.0,"Single Bloom Pokémon","120","20",['Fairy'],"Medium Fast
","70
"
670,"Floette Yellow Flower","['Fairy']","['Flower Veil', 'Symbiosis']","VI",74,65,67,125,128,92,551,0.9,0.2,0.0,"Single Bloom Pokémon","120","20",['Fairy'],"Medium Fast
","70
"
670,"Floette Orange Flower","['Fairy']","['Symbiosis']","VI",74,65,67,125,128,92,551,0.9,0.2,0.0,"Single Bloom Pokémon","120","20",['Fairy'],"Medium Fast
","70
"
670,"Floette Blue Flower","['Fairy']","['Symbiosis']","VI",74,65,67,125,128,92,551,0.9,0.2,0.0,"Single Bloom Pokémon","120","20",['Fairy'],"Medium Fast
","70
"
670,"Floette White Flower","['Fairy']","['Symbiosis']","VI",74,65,67,125,128,92,551,0.9,0.2,0.0,"Single Bloom Pokémon","120","20",['Fairy'],"Medium Fast
","70
"
671,"Florges Red Flower","['Fairy']","['Symbiosis']","VI",78,65,68,112,154,75,552,10.0,1.1,0.0,"Garden Pokémon","45","20",['Fairy'],"Medium Fast
","70
"
671,"Florges Yellow Flower","['Fairy']","['Flower Veil', 'Symbiosis']","VI",78,65,68,112,154,75,552,10.0,1.1,0.0,"Garden Pokémon","45","20",['Fairy'],"Medium Fast
","70
"
671,"Florges Orange Flower","['Fairy']","['Symbiosis']","VI",78,65,68,112,154,75,552,10.0,1.1,0.0,"Garden Pokémon","45","20",['Fairy'],"Medium Fast
","70
"
671,"Florges Blue Flower","['Fairy']","['Symbiosis']","VI",78,65,68,112,154,75,552,10.0,1.1,0.0,"Garden Pokémon","45","20",['Fairy'],"Medium Fast
","70
"
671,"Florges White Flower","['Fairy']","['Symbiosis']","VI",78,65,68,112,154,75,552,10.0,1.1,0.0,"Garden Pokémon","45","20",['Fairy'],"Medium Fast
","70
"
672,"Skiddo","['Grass']","['Sap Sipper', 'Grass Pelt']","VI",66,65,48,62,57,52,350,31.0,0.9,0.5,"Mount Pokémon","200","20",['Field'],"Medium Fast
","70
"
673,"Gogoat","['Grass']","['Sap Sipper', 'Grass Pelt']","VI",123,100,62,97,81,68,531,91.0,1.7,0.5,"Mount Pokémon","45","20",['Field'],"Medium Fast
","70
"
674,"Pancham","['Fighting']","['Iron Fist', 'Mold Breaker', 'Scrappy']","VI",67,82,62,46,48,43,348,8.0,0.6,0.5,"Playful Pokémon","220","25",['Field' 'Human-Like'],"Medium Fast
","70
"
675,"Pangoro","['Fighting', 'Dark']","['Iron Fist', 'Mold Breaker', 'Scrappy']","VI",95,124,78,69,71,58,495,136.0,2.1,0.5,"Daunting Pokémon","65","25",['Field' 'Human-Like'],"Medium Fast
","70
"
676,"Furfrou Natural Form","['Normal']","['Fur Coat']","VI",75,80,60,65,90,102,472,28.0,1.2,0.5,"Poodle Pokémon","160","20",['Field'],"Medium Fast
","70
"
677,"Espurr","['Psychic']","['Keen Eye', 'Infiltrator', 'Own Tempo']","VI",62,48,54,63,60,68,355,3.5,0.3,0.5,"Restraint Pokémon","190","20",['Field'],"Medium Fast
","70
"
678,"Meowstic Male","['Psychic']","['Keen Eye', 'Infiltrator']","VI",74,48,76,83,81,104,466,8.5,0.6,0.5,"Constraint Pokémon","75","20",['Field'],"Medium Fast
","70
"
678,"Meowstic Female","['Psychic']","['Keen Eye', 'Infiltrator']","VI",74,48,76,83,81,104,466,8.5,0.6,0.5,"Constraint Pokémon","75","20",['Field'],"Medium Fast
","70
"
679,"Honedge","['Steel', 'Ghost']","['No Guard']","VI",45,80,100,35,37,28,325,2.0,0.8,0.5,"Sword Pokémon","180","20",['Mineral'],"Medium Fast
","70
"
680,"Doublade","['Steel', 'Ghost']","['No Guard']","VI",59,110,150,45,49,35,448,4.5,0.8,0.5,"Sword Pokémon","90","20",['Mineral'],"Medium Fast
","70
"
681,"Aegislash Shield Forme","['Steel', 'Ghost']","['Stance Change']","VI",60,50,140,50,140,60,500,53.0,1.7,0.5,"Royal Sword Pokémon","45","20",['Mineral'],"Medium Fast
","70
"
681,"Aegislash Blade Forme","['Steel', 'Ghost']","['Stance Change']","VI",60,140,50,140,50,60,500,53.0,1.7,0.5,"Royal Sword Pokémon","45","20",['Mineral'],"Medium Fast
","70
"
682,"Spritzee","['Fairy']","['Healer', 'Aroma Veil']","VI",78,52,60,63,65,23,341,0.5,0.2,0.5,"Perfume Pokémon","200","20",['Fairy'],"Medium Fast
","70
"
683,"Aromatisse","['Fairy']","['Healer', 'Aroma Veil']","VI",101,72,72,99,89,29,462,15.5,0.8,0.5,"Fragrance Pokémon","140","20",['Fairy'],"Medium Fast
","70
"
684,"Swirlix","['Fairy']","['Sweet Veil', 'Unburden']","VI",62,48,66,59,57,49,341,3.5,0.4,0.5,"Cotton Candy Pokémon","200","20",['Fairy'],"Medium Fast
","70
"
685,"Slurpuff","['Fairy']","['Sweet Veil', 'Unburden']","VI",82,80,86,85,75,72,480,5.0,0.8,0.5,"Meringue Pokémon","140","20",['Fairy'],"Medium Fast
","70
"
686,"Inkay","['Dark', 'Psychic']","['Contrary', 'Suction Cups', 'Infiltrator']","VI",53,54,53,37,46,45,288,3.5,0.4,0.5,"Revolving Pokémon","190","20",['Water 1' 'Water 2'],"Medium Fast
","70
"
687,"Malamar","['Dark', 'Psychic']","['Contrary', 'Suction Cups', 'Infiltrator']","VI",86,92,88,68,75,73,482,47.0,1.5,0.5,"Overturning Pokémon","80","20",['Water 1' 'Water 2'],"Medium Fast
","70
"
688,"Binacle","['Rock', 'Water']","['Tough Claws', 'Sniper', 'Pickpocket']","VI",42,52,67,39,56,50,306,31.0,0.5,0.5,"Two-Handed Pokémon","120","20",['Water 3'],"Medium Fast
","70
"
689,"Barbaracle","['Rock', 'Water']","['Tough Claws', 'Sniper', 'Pickpocket']","VI",72,105,115,54,86,68,500,96.0,1.3,0.5,"Collective Pokémon","45","20",['Water 3'],"Medium Fast
","70
"
690,"Skrelp","['Poison', 'Water']","['Poison Point', 'Poison Touch', 'Adaptability']","VI",50,60,60,60,60,30,320,7.3,0.5,0.5,"Mock Kelp Pokémon","225","20",['Water 1' 'Dragon'],"Medium Fast
","70
"
691,"Dragalge","['Poison', 'Dragon']","['Poison Point', 'Poison Touch', 'Adaptability']","VI",65,75,90,97,123,44,494,81.5,1.8,0.5,"Mock Kelp Pokémon","55","20",['Water 1' 'Dragon'],"Medium Fast
","70
"
692,"Clauncher","['Water']","['Mega Launcher']","VI",50,53,62,58,63,44,330,8.3,0.5,0.5,"Water Gun Pokémon","225","15",['Water 1' 'Water 3'],"Slow
","70
"
693,"Clawitzer","['Water']","['Mega Launcher']","VI",71,73,88,120,89,59,500,35.3,1.3,0.5,"Howitzer Pokémon","55","15",['Water 1' 'Water 3'],"Slow
","70
"
694,"Helioptile","['Electric', 'Normal']","['Dry Skin', 'Sand Veil', 'Solar Power']","VI",44,38,33,61,43,70,289,6.0,0.5,0.5,"Generator Pokémon","190","20",['Monster' 'Dragon'],"Medium Fast
","70
"
695,"Heliolisk","['Electric', 'Normal']","['Dry Skin', 'Sand Veil', 'Solar Power']","VI",62,55,52,109,94,109,481,21.0,1.0,0.5,"Generator Pokémon","75","20",['Monster' 'Dragon'],"Medium Fast
","70
"
696,"Tyrunt","['Rock', 'Dragon']","['Strong Jaw', 'Sturdy']","VI",58,89,77,45,45,48,362,26.0,0.8,0.875,"Royal Heir Pokémon","45","30",['Monster' 'Dragon'],"Medium Fast
","70
"
697,"Tyrantrum","['Rock', 'Dragon']","['Strong Jaw', 'Rock Head']","VI",82,121,119,69,59,71,521,270.0,2.5,0.875,"Despot Pokémon","45","30",['Monster' 'Dragon'],"Medium Fast
","70
"
698,"Amaura","['Rock', 'Ice']","['Refrigerate', 'Snow Warning']","VI",77,59,50,67,63,46,362,25.2,1.3,0.875,"Tundra Pokémon","45","30",['Monster'],"Medium Fast
","70
"
699,"Aurorus","['Rock', 'Ice']","['Refrigerate', 'Snow Warning']","VI",123,77,72,99,92,58,521,225.0,2.7,0.875,"Tundra Pokémon","45","30",['Monster'],"Medium Fast
","70
"
700,"Sylveon","['Fairy']","['Cute Charm', 'Pixilate']","VI",95,65,65,110,130,60,525,23.5,1.0,0.875,"Intertwining Pokémon","45","35",['Field'],"Medium Fast
","70
"
701,"Hawlucha","['Fighting', 'Flying']","['Limber', 'Unburden', 'Mold Breaker']","VI",78,92,75,74,63,118,500,21.5,0.8,0.5,"Wrestling Pokémon","100","20",['Flying' 'Human-Like'],"Medium Fast
","70
"
702,"Dedenne","['Electric', 'Fairy']","['Cheek Pouch', 'Pickup', 'Plus']","VI",67,58,57,81,67,101,431,2.2,0.2,0.5,"Antenna Pokémon","180","20",['Field' 'Fairy'],"Medium Fast
","70
"
703,"Carbink","['Rock', 'Fairy']","['Clear Body', 'Sturdy']","VI",50,50,150,50,150,50,500,5.7,0.3,"","Jewel Pokémon","60","25",['Fairy' 'Mineral'],"Slow
","70
"
704,"Goomy","['Dragon']","['Sap Sipper', 'Hydration', 'Gooey']","VI",45,50,35,55,75,40,300,2.8,0.3,0.5,"Soft Tissue Pokémon","45","40",['Dragon'],"Slow
","35
"
705,"Sliggoo","['Dragon']","['Sap Sipper', 'Hydration', 'Gooey']","VI",68,75,53,83,113,60,452,17.5,0.8,0.5,"Soft Tissue PokémonSnail Pokémon","45","40",['Dragon'],"Slow
","35
"
705,"Hisuian Sliggoo","['Steel', 'Dragon']","['Sap Sipper', 'Shell Armor', 'Gooey']","VI",58,75,83,83,113,40,452,17.5,0.8,0.5,"Soft Tissue PokémonSnail Pokémon","45","40",['Dragon'],"Slow
","35
"
706,"Goodra","['Dragon']","['Sap Sipper', 'Hydration', 'Gooey']","VI",90,100,70,110,150,80,600,150.5,2.0,0.5,"Dragon PokémonShell Bunker Pokémon","45","40",['Dragon'],"Slow
","35
"
706,"Hisuian Goodra","['Steel', 'Dragon']","['Sap Sipper', 'Shell Armor', 'Gooey']","VI",80,100,100,110,150,60,600,150.5,2.0,0.5,"Dragon PokémonShell Bunker Pokémon","45","40",['Dragon'],"Slow
","35
"
707,"Klefki","['Steel', 'Fairy']","['Prankster', 'Magician']","VI",57,80,91,80,87,75,470,3.0,0.2,0.5,"Key Ring Pokémon","75","20",['Mineral'],"Fast
","70
"
708,"Phantump","['Ghost', 'Grass']","['Natural Cure', 'Frisk', 'Harvest']","VI",43,70,48,50,60,38,309,7.0,0.4,0.5,"Stump Pokémon","120","20",['Grass' 'Amorphous'],"Medium Fast
","70
"
709,"Trevenant","['Ghost', 'Grass']","['Natural Cure', 'Frisk', 'Harvest']","VI",85,110,76,65,82,56,474,71.0,1.5,0.5,"Elder Tree Pokémon","60","20",['Grass' 'Amorphous'],"Medium Fast
","70
"
710,"Pumpkaboo","['Ghost', 'Grass']","['Insomnia']","VI",59,66,70,44,55,41,335,3.5,0.3,0.5,"Pumpkin Pokémon","120","20",['Amorphous'],"Medium Fast
","70
"
711,"Gourgeist","['Ghost', 'Grass']","['Insomnia']","VI",85,100,122,58,75,54,494,9.5,0.7,0.5,"Pumpkin Pokémon","60","20",['Amorphous'],"Medium Fast
","70
"
712,"Bergmite","['Ice']","['Own Tempo', 'Ice Body', 'Sturdy']","VI",55,69,85,32,35,28,304,99.5,1.0,0.5,"Ice Chunk Pokémon","190","20",['Monster' 'Mineral'],"Medium Fast
","70
"
713,"Avalugg","['Ice']","['Own Tempo', 'Ice Body', 'Sturdy']","VI",95,117,184,44,46,28,514,505.0,2.0,0.5,"Iceberg Pokémon","55","20",['Monster' 'Mineral'],"Medium Fast
","70
"
713,"Hisuian Avalugg","['Ice', 'Rock']","['Strong Jaw', 'Ice Body', 'Sturdy']","VI",95,127,184,34,36,38,514,505.0,2.0,0.5,"Iceberg Pokémon","55","20",['Monster' 'Mineral'],"Medium Fast
","70
"
714,"Noibat","['Flying', 'Dragon']","['Frisk', 'Infiltrator', 'Telepathy']","VI",40,30,35,45,40,55,245,8.0,0.5,0.5,"Sound Wave Pokémon","190","20",['Flying' 'Dragon'],"Medium Fast
","70
"
715,"Noivern","['Flying', 'Dragon']","['Frisk', 'Infiltrator', 'Telepathy']","VI",85,70,80,97,80,123,535,85.0,1.5,0.5,"Sound Wave Pokémon","45","20",['Flying' 'Dragon'],"Medium Fast
","70
"
716,"Xerneas Neutral Mode","['Fairy']","['Fairy Aura']","VI",126,131,95,131,98,99,680,215.0,3.0,"","Life Pokémon","45","120",['No Eggs Discovered'],"Slow
","0
"
716,"Xerneas Active Mode","['Fairy']","['Fairy Aura']","VI",126,131,95,131,98,99,680,215.0,3.0,"","Life Pokémon","45","120",['No Eggs Discovered'],"Slow
","0
"
717,"Yveltal","['Dark', 'Flying']","['Dark Aura']","VI",126,131,95,131,98,99,680,203.0,5.8,"","Destruction Pokémon","45","120",['No Eggs Discovered'],"Slow
","0
"
718,"Zygarde 50% Forme","['Dragon', 'Ground']","['Aura Break']","VI",108,100,121,81,95,95,708,305.0,5.0,"","Order Pokémon","3","120",['No Eggs Discovered'],"Slow
","0
"
718,"Zygarde 10% Forme","['Dragon', 'Ground']","['Aura Break']","VI",54,100,71,61,85,115,708,305.0,5.0,"","Order Pokémon","3","120",['No Eggs Discovered'],"Slow
","0
"
718,"Zygarde Complete Forme","['Dragon', 'Ground']","['Aura Break']","VI",216,100,121,91,95,85,708,305.0,5.0,"","Order Pokémon","3","120",['No Eggs Discovered'],"Slow
","0
"
719,"Diancie","['Rock', 'Fairy']","['Clear Body']","VI",50,160,110,160,110,110,700,8.8,0.7,"","Jewel Pokémon","3","25",['No Eggs Discovered'],"Slow
","70
"
720,"Hoopa Hoopa Confined","['Psychic', 'Ghost']","['Magician']","VI",80,110,60,150,130,70,680,9.0,0.5,"","Mischief PokémonDjinn Pokémon","3","120",['No Eggs Discovered'],"Slow
","100
"
720,"Hoopa Hoopa Unbound","['Psychic', 'Dark']","['Magician']","VI",80,160,60,170,130,80,680,9.0,0.5,"","Mischief PokémonDjinn Pokémon","3","120",['No Eggs Discovered'],"Slow
","100
"
721,"Volcanion","['Fire', 'Water']","['Water Absorb']","VI",80,110,120,130,90,70,600,195.0,1.7,"","Steam Pokémon","3","120",['No Eggs Discovered'],"Slow
","100
"
722,"Rowlet","['Grass', 'Flying']","['Overgrow', 'Long Reach']","VII",68,55,55,50,50,42,320,1.5,0.3,0.875,"Grass Quill Pokémon","45","15",['Flying'],"Medium Slow
","70
"
723,"Dartrix","['Grass', 'Flying']","['Overgrow', 'Long Reach']","VII",78,75,75,70,70,52,420,16.0,0.7,0.875,"Blade Quill Pokémon","45","15",['Flying'],"Medium Slow
","70
"
724,"Decidueye","['Grass', 'Ghost']","['Long Reach']","VII",78,107,75,100,100,70,530,36.6,1.6,0.875,"Arrow Quill Pokémon","45","15",['Flying'],"Medium Slow
","70
"
724,"Hisuian Decidueye","['Grass', 'Fighting']","['Overgrow', 'Scrappy']","VII",88,112,80,95,95,60,530,36.6,1.6,0.875,"Arrow Quill Pokémon","45","15",['Flying'],"Medium Slow
","70
"
725,"Litten","['Fire']","['Blaze', 'Intimidate']","VII",45,65,40,60,40,70,320,4.3,0.4,0.875,"Fire Cat Pokémon","45","15",['Field'],"Medium Slow
","70
"
726,"Torracat","['Fire']","['Blaze', 'Intimidate']","VII",65,85,50,80,50,90,420,25.0,0.7,0.875,"Fire Cat Pokémon","45","15",['Field'],"Medium Slow
","70
"
727,"Incineroar","['Fire', 'Dark']","['Blaze', 'Intimidate']","VII",95,115,90,80,90,60,530,83.0,1.8,0.875,"Heel Pokémon","45","15",['Field'],"Medium Slow
","70
"
728,"Popplio","['Water']","['Torrent', 'Liquid Voice']","VII",50,54,54,66,56,40,320,7.5,0.4,0.875,"Sea Lion Pokémon","45","15",['Water 1' 'Field'],"Medium Slow
","70
"
729,"Brionne","['Water']","['Torrent', 'Liquid Voice']","VII",60,69,69,91,81,50,420,17.5,0.6,0.875,"Pop Star Pokémon","45","15",['Water 1' 'Field'],"Medium Slow
","70
"
730,"Primarina","['Water', 'Fairy']","['Torrent', 'Liquid Voice']","VII",80,74,74,126,116,60,530,44.0,1.8,0.875,"Soloist Pokémon","45","15",['Water 1' 'Field'],"Medium Slow
","70
"
731,"Pikipek","['Normal', 'Flying']","['Keen Eye', 'Skill Link', 'Pickup']","VII",35,75,30,30,30,65,265,1.2,0.3,0.5,"Woodpecker Pokémon","255","15",['Flying'],"Medium Fast
","70
"
732,"Trumbeak","['Normal', 'Flying']","['Keen Eye', 'Skill Link', 'Pickup']","VII",55,85,50,40,50,75,355,14.8,0.6,0.5,"Bugle Beak Pokémon","120","15",['Flying'],"Medium Fast
","70
"
733,"Toucannon","['Normal', 'Flying']","['Keen Eye', 'Skill Link', 'Sheer Force']","VII",80,120,75,75,75,60,485,26.0,1.1,0.5,"Cannon Pokémon","45","15",['Flying'],"Medium Fast
","70
"
734,"Yungoos","['Normal']","['Stakeout', 'Strong Jaw', 'Adaptability']","VII",48,70,30,30,30,45,253,6.0,0.4,0.5,"Loitering Pokémon","255","15",['Field'],"Medium Fast
","70
"
735,"Gumshoos","['Normal']","['Stakeout', 'Strong Jaw', 'Adaptability']","VII",88,110,60,55,60,45,418,14.2,0.7,0.5,"Stakeout Pokémon","127","15",['Field'],"Medium Fast
","70
"
736,"Grubbin","['Bug']","['Swarm']","VII",47,62,45,55,45,46,300,4.4,0.4,0.5,"Larva Pokémon","255","15",['Bug'],"Medium Fast
","70
"
737,"Charjabug","['Bug', 'Electric']","['Battery']","VII",57,82,95,55,75,36,400,10.5,0.5,0.5,"Battery Pokémon","120","15",['Bug'],"Medium Fast
","70
"
738,"Vikavolt","['Bug', 'Electric']","['Levitate']","VII",77,70,90,145,75,43,500,45.0,1.5,0.5,"Stag Beetle Pokémon","45","15",['Bug'],"Medium Fast
","70
"
739,"Crabrawler","['Fighting']","['Hyper Cutter', 'Iron Fist', 'Anger Point']","VII",47,82,57,42,47,63,338,7.0,0.6,0.5,"Boxing Pokémon","225","20",['Water 3'],"Medium Fast
","70
"
740,"Crabominable","['Fighting', 'Ice']","['Hyper Cutter', 'Iron Fist', 'Anger Point']","VII",97,132,77,62,67,43,478,180.0,1.7,0.5,"Woolly Crab Pokémon","60","20",['Water 3'],"Medium Fast
","70
"
741,"Oricorio Baile Style","['Fire', 'Flying']","['Dancer']","VII",75,70,70,98,70,93,476,3.4,0.6,0.25,"Dancing Pokémon","45","20",['Flying'],"Medium Fast
","70
"
741,"Oricorio Pom-Pom Style","['Electric', 'Flying']","['Dancer']","VII",75,70,70,98,70,93,476,3.4,0.6,0.25,"Dancing Pokémon","45","20",['Flying'],"Medium Fast
","70
"
741,"Oricorio Pa’u Style","['Fire', 'Flying']","['Dancer']","VII",75,70,70,98,70,93,476,3.4,0.6,0.25,"Dancing Pokémon","45","20",['Flying'],"Medium Fast
","70
"
741,"Oricorio Sensu Style","['Ghost', 'Flying']","['Dancer']","VII",75,70,70,98,70,93,476,3.4,0.6,0.25,"Dancing Pokémon","45","20",['Flying'],"Medium Fast
","70
"
742,"Cutiefly","['Bug', 'Fairy']","['Honey Gather', 'Shield Dust', 'Sweet Veil']","VII",40,45,40,55,40,84,304,0.2,0.1,0.5,"Bee Fly Pokémon","190","20",['Bug' 'Fairy'],"Medium Fast
","70
"
743,"Ribombee","['Bug', 'Fairy']","['Honey Gather', 'Shield Dust', 'Sweet Veil']","VII",60,55,60,95,70,124,464,0.5,0.2,0.5,"Bee Fly Pokémon","75","20",['Bug' 'Fairy'],"Medium Fast
","70
"
