DexNumber,Name,Type1,Type2,Ability1,Ability2,HiddenAbility,Generation,Hp,Attack,Defense,SpecialAttack,SpecialDefense,Speed,TotalStats,Weight,Height,GenderProbM,NoGender,Category,CatchRate,EggCycles,EggGroup1,EggGroup2,LevelingRate,BaseFriendship,IsLegendary,IsMythical,IsUltraBeast,HasMega,EvoStage,TotalEvoStages,PreevoName,DamageFromNormal,DamageFromFighting,DamageFromFlying,DamageFromPoison,DamageFromGround,DamageFromRock,DamageFromBug,DamageFromGhost,DamageFromSteel,DamageFromFire,DamageFromWater,DamageFromGrass,DamageFromElectric,DamageFromPsychic,DamageFromIce,DamageFromDragon,DamageFromDark,DamageFromFairy
642,Thundurus Incarnate Forme,Electric,Flying,Defiant,None,None,5,79,115,70,125,80,111,580,61.0,1.5,1.0,0,Bolt Strike Pokémon,3,120,No Eggs Discovered,No Egg Group,Slow,90,1,0,0,0,1,1,No Preevolution,1.0,0.5,0.5,1.0,0.0,2.0,0.5,1.0,0.5,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0
642,Thundurus Therian Forme,Electric,Flying,Prankster,Defiant,Volt Absorb,5,79,105,70,145,80,101,580,61.0,1.5,1.0,0,Bolt Strike Pokémon,3,120,No Eggs Discovered,No Egg Group,Slow,90,1,0,0,0,1,1,No Preevolution,1.0,0.5,0.5,1.0,0.0,2.0,0.5,1.0,0.5,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0
643,Reshiram,Dragon,Fire,Turboblaze,None,None,5,100,120,100,150,120,90,680,330.0,3.2,0.5,1,Vast White Pokémon,3,120,No Eggs Discovered,No Egg Group,Slow,0,1,0,0,0,1,1,No Preevolution,1.0,1.0,1.0,1.0,2.0,2.0,0.5,1.0,0.5,0.25,1.0,0.25,0.5,1.0,1.0,2.0,1.0,1.0
644,Zekrom,Dragon,Electric,Teravolt,None,None,5,100,150,120,120,100,90,680,345.0,2.9,0.5,1,Deep Black Pokémon,3,120,No Eggs Discovered,No Egg Group,Slow,0,1,0,0,0,1,1,No Preevolution,1.0,1.0,0.5,1.0,2.0,1.0,1.0,1.0,0.5,0.5,0.5,0.5,0.25,1.0,2.0,2.0,1.0,2.0
645,Landorus Incarnate Forme,Ground,Flying,Sheer Force,None,None,5,89,125,90,115,80,101,600,68.0,1.5,1.0,0,Abundance Pokémon,3,120,No Eggs Discovered,No Egg Group,Slow,90,1,0,0,0,1,1,No Preevolution,1.0,0.5,1.0,0.5,0.0,1.0,0.5,1.0,1.0,1.0,2.0,1.0,0.0,1.0,4.0,1.0,1.0,1.0
645,Landorus Therian Forme,Ground,Flying,Sand Force,Sheer Force,Intimidate,5,89,145,90,105,80,91,600,68.0,1.5,1.0,0,Abundance Pokémon,3,120,No Eggs Discovered,No Egg Group,Slow,90,1,0,0,0,1,1,No Preevolution,1.0,0.5,1.0,0.5,0.0,1.0,0.5,1.0,1.0,1.0,2.0,1.0,0.0,1.0,4.0,1.0,1.0,1.0
646,Kyurem Kyurem,Dragon,Ice,Pressure,None,None,5,125,130,90,130,90,95,700,325.0,3.0,0.5,1,Boundary Pokémon,3,120,No Eggs Discovered,No Egg Group,Slow,0,1,0,0,0,1,1,No Preevolution,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,0.5,0.5,0.5,1.0,1.0,2.0,1.0,2.0
646,Kyurem White Kyurem,Dragon,Ice,Turboblaze,None,None,5,125,120,90,170,100,95,700,325.0,3.0,0.5,1,Boundary Pokémon,3,120,No Eggs Discovered,No Egg Group,Slow,0,1,0,0,0,1,1,No Preevolution,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,0.5,0.5,0.5,1.0,1.0,2.0,1.0,2.0
646,Kyurem Black Kyurem,Dragon,Ice,Teravolt,None,None,5,125,170,100,120,90,95,700,325.0,3.0,0.5,1,Boundary Pokémon,3,120,No Eggs Discovered,No Egg Group,Slow,0,1,0,0,0,1,1,No Preevolution,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,0.5,0.5,0.5,1.0,1.0,2.0,1.0,2.0
647,Keldeo Ordinary Form,Water,Fighting,Justified,None,None,5,91,72,90,129,90,108,580,48.5,1.4,0.5,1,Colt Pokémon,3,80,No Eggs Discovered,No Egg Group,Slow,35,0,1,0,0,1,1,No Preevolution,1.0,1.0,2.0,1.0,1.0,0.5,0.5,1.0,0.5,0.5,0.5,2.0,2.0,2.0,0.5,1.0,0.5,2.0
647,Keldeo Resolute Form,Water,Fighting,Justified,None,None,5,91,72,90,129,90,108,580,48.5,1.4,0.5,1,Colt Pokémon,3,80,No Eggs Discovered,No Egg Group,Slow,35,0,1,0,0,1,1,No Preevolution,1.0,1.0,2.0,1.0,1.0,0.5,0.5,1.0,0.5,0.5,0.5,2.0,2.0,2.0,0.5,1.0,0.5,2.0
648,Meloetta Aria Forme,Normal,Psychic,Serene Grace,None,None,5,100,77,77,128,128,90,600,6.5,0.6,0.5,1,Melody Pokémon,3,120,No Eggs Discovered,No Egg Group,Slow,100,0,1,0,0,1,1,No Preevolution,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0
648,Meloetta Pirouette Forme,Normal,Fighting,Serene Grace,None,None,5,100,128,90,77,77,128,600,6.5,0.6,0.5,1,Melody Pokémon,3,120,No Eggs Discovered,No Egg Group,Slow,100,0,1,0,0,1,1,No Preevolution,1.0,2.0,2.0,1.0,1.0,0.5,0.5,0.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.5,2.0
649,Genesect Genesect(no drive),Bug,Steel,Download,None,None,5,71,120,95,120,95,99,600,82.5,1.5,0.5,1,Paleozoic Pokémon,3,120,No Eggs Discovered,No Egg Group,Slow,0,0,1,0,0,1,1,No Preevolution,0.5,1.0,1.0,0.0,1.0,1.0,0.5,1.0,0.5,4.0,1.0,0.25,1.0,0.5,0.5,0.5,1.0,0.5
649,Genesect Genesect(Douse Drive),Bug,Steel,Download,None,None,5,71,120,95,120,95,99,600,82.5,1.5,0.5,1,Paleozoic Pokémon,3,120,No Eggs Discovered,No Egg Group,Slow,0,0,1,0,0,1,1,No Preevolution,0.5,1.0,1.0,0.0,1.0,1.0,0.5,1.0,0.5,4.0,1.0,0.25,1.0,0.5,0.5,0.5,1.0,0.5
649,Genesect Genesect(Shock Drive),Bug,Steel,Download,None,None,5,71,120,95,120,95,99,600,82.5,1.5,0.5,1,Paleozoic Pokémon,3,120,No Eggs Discovered,No Egg Group,Slow,0,0,1,0,0,1,1,No Preevolution,0.5,1.0,1.0,0.0,1.0,1.0,0.5,1.0,0.5,4.0,1.0,0.25,1.0,0.5,0.5,0.5,1.0,0.5
649,Genesect Genesect(Burn Drive),Bug,Steel,Download,None,None,5,71,120,95,120,95,99,600,82.5,1.5,0.5,1,Paleozoic Pokémon,3,120,No Eggs Discovered,No Egg Group,Slow,0,0,1,0,0,1,1,No Preevolution,0.5,1.0,1.0,0.0,1.0,1.0,0.5,1.0,0.5,4.0,1.0,0.25,1.0,0.5,0.5,0.5,1.0,0.5
649,Genesect Genesect(Chill Drive),Bug,Steel,Download,None,None,5,71,120,95,120,95,99,600,82.5,1.5,0.5,1,Paleozoic Pokémon,3,120,No Eggs Discovered,No Egg Group,Slow,0,0,1,0,0,1,1,No Preevolution,0.5,1.0,1.0,0.0,1.0,1.0,0.5,1.0,0.5,4.0,1.0,0.25,1.0,0.5,0.5,0.5,1.0,0.5
650,Chespin,Grass,Grass,Overgrow,Bulletproof,None,6,56,61,65,48,45,38,313,9.0,0.4,0.875,0,Spiny Nut Pokémon,45,20,Field,No Egg Group,Medium Slow,70,0,0,0,0,1,3,No Preevolution,1.0,1.0,2.0,2.0,0.5,1.0,2.0,1.0,1.0,2.0,0.5,0.5,0.5,1.0,2.0,1.0,1.0,1.0
651,Quilladin,Grass,Grass,Overgrow,Bulletproof,None,6,61,78,95,56,58,57,405,29.0,0.7,0.875,0,Spiny Armor Pokémon,45,20,Field,No Egg Group,Medium Slow,70,0,0,0,0,2,3,Chespin,1.0,1.0,2.0,2.0,0.5,1.0,2.0,1.0,1.0,2.0,0.5,0.5,0.5,1.0,2.0,1.0,1.0,1.0
652,Chesnaught,Grass,Fighting,Overgrow,Bulletproof,None,6,88,107,122,74,75,64,530,90.0,1.6,0.875,0,Spiny Armor Pokémon,45,20,Field,No Egg Group,Medium Slow,70,0,0,0,0,3,3,Quilladin,1.0,1.0,4.0,2.0,0.5,0.5,1.0,1.0,1.0,2.0,0.5,0.5,0.5,2.0,2.0,1.0,0.5,2.0
653,Fennekin,Fire,Fire,Blaze,Magician,None,6,40,45,40,62,60,60,307,9.4,0.4,0.875,0,Fox Pokémon,45,20,Field,No Egg Group,Medium Slow,70,0,0,0,0,1,3,No Preevolution,1.0,1.0,1.0,1.0,2.0,2.0,0.5,1.0,0.5,0.5,2.0,0.5,1.0,1.0,0.5,1.0,1.0,0.5
654,Braixen,Fire,Fire,Blaze,Magician,None,6,59,59,58,90,70,73,409,14.5,1.0,0.875,0,Fox Pokémon,45,20,Field,No Egg Group,Medium Slow,70,0,0,0,0,2,3,Fennekin,1.0,1.0,1.0,1.0,2.0,2.0,0.5,1.0,0.5,0.5,2.0,0.5,1.0,1.0,0.5,1.0,1.0,0.5
655,Delphox,Fire,Psychic,Blaze,Magician,None,6,75,69,72,114,100,104,534,39.0,1.5,0.875,0,Fox Pokémon,45,20,Field,No Egg Group,Medium Slow,70,0,0,0,0,3,3,Braixen,1.0,0.5,1.0,1.0,2.0,2.0,1.0,2.0,0.5,0.5,2.0,0.5,1.0,0.5,0.5,1.0,2.0,0.5
656,Froakie,Water,Water,Torrent,Protean,None,6,41,56,40,62,44,71,314,7.0,0.3,0.875,0,Bubble Frog Pokémon,45,20,Water 1,No Egg Group,Medium Slow,70,0,0,0,0,1,3,No Preevolution,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,2.0,2.0,1.0,0.5,1.0,1.0,1.0
657,Frogadier,Water,Water,Torrent,Protean,None,6,54,63,52,83,56,97,405,10.9,0.6,0.875,0,Bubble Frog Pokémon,45,20,Water 1,No Egg Group,Medium Slow,70,0,0,0,0,2,3,Froakie,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,2.0,2.0,1.0,0.5,1.0,1.0,1.0
658,Greninja,Water,Dark,Protean,None,None,6,72,95,67,103,71,122,640,40.0,1.5,0.875,0,Ninja Pokémon,45,20,Water 1,No Egg Group,Medium Slow,70,0,0,0,0,3,3,Frogadier,1.0,2.0,1.0,1.0,1.0,1.0,2.0,0.5,0.5,0.5,0.5,2.0,2.0,0.0,0.5,1.0,0.5,2.0
659,Bunnelby,Normal,Normal,Pickup,Cheek Pouch,Huge Power,6,38,36,38,32,36,57,237,5.0,0.4,0.5,0,Digging Pokémon,255,15,Field,No Egg Group,Medium Fast,70,0,0,0,0,1,2,No Preevolution,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
660,Diggersby,Normal,Ground,Pickup,Cheek Pouch,Huge Power,6,85,56,77,50,77,78,423,42.4,1.0,0.5,0,Digging Pokémon,127,15,Field,No Egg Group,Medium Fast,70,0,0,0,0,2,2,Bunnelby,1.0,2.0,1.0,0.5,1.0,0.5,1.0,0.0,1.0,1.0,2.0,2.0,0.0,1.0,2.0,1.0,1.0,1.0
661,Fletchling,Normal,Flying,Big Pecks,Gale Wings,None,6,45,50,43,40,38,62,278,1.7,0.3,0.5,0,Tiny Robin Pokémon,255,15,Flying,No Egg Group,Medium Slow,70,0,0,0,0,1,3,No Preevolution,1.0,1.0,1.0,1.0,0.0,2.0,0.5,0.0,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0
662,Fletchinder,Fire,Flying,Flame Body,Gale Wings,None,6,62,73,55,56,52,84,382,16.0,0.7,0.5,0,Ember Pokémon,120,15,Flying,No Egg Group,Medium Slow,70,0,0,0,0,2,3,Fletchling,1.0,0.5,1.0,1.0,0.0,4.0,0.25,1.0,0.5,0.5,2.0,0.25,2.0,1.0,1.0,1.0,1.0,0.5
663,Talonflame,Fire,Flying,Flame Body,Gale Wings,None,6,78,81,71,74,69,126,499,24.5,1.2,0.5,0,Scorching Pokémon,45,15,Flying,No Egg Group,Medium Slow,70,0,0,0,0,3,3,Fletchinder,1.0,0.5,1.0,1.0,0.0,4.0,0.25,1.0,0.5,0.5,2.0,0.25,2.0,1.0,1.0,1.0,1.0,0.5
664,Scatterbug,Bug,Bug,Shield Dust,Compound Eyes,Friend Guard,6,38,35,40,27,25,35,200,2.5,0.3,0.5,0,Scatterdust Pokémon,255,15,Bug,No Egg Group,Medium Fast,70,0,0,0,0,1,3,No Preevolution,1.0,0.5,2.0,1.0,0.5,2.0,1.0,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0
665,Spewpa,Bug,Bug,Shed Skin,Friend Guard,None,6,45,22,60,27,30,29,213,8.4,0.3,0.5,0,Scatterdust Pokémon,120,15,Bug,No Egg Group,Medium Fast,70,0,0,0,0,2,3,Scatterbug,1.0,0.5,2.0,1.0,0.5,2.0,1.0,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0
666,Vivillon Meadow Pattern,Bug,Flying,Shield Dust,Compound Eyes,Friend Guard,6,80,52,50,90,50,89,411,17.0,1.2,0.5,0,Scale Pokémon,45,15,Bug,No Egg Group,Medium Fast,70,0,0,0,0,3,3,Spewpa,1.0,0.25,2.0,1.0,0.0,4.0,0.5,1.0,1.0,2.0,1.0,0.25,2.0,1.0,2.0,1.0,1.0,1.0
667,Litleo,Fire,Normal,Rivalry,Unnerve,Moxie,6,62,50,58,73,54,72,369,13.5,0.6,0.125,0,Lion Cub Pokémon,220,20,Field,No Egg Group,Medium Slow,70,0,0,0,0,1,2,No Preevolution,1.0,2.0,1.0,1.0,2.0,2.0,0.5,0.0,0.5,0.5,2.0,0.5,1.0,1.0,0.5,1.0,1.0,0.5
668,Pyroar,Fire,Normal,Rivalry,Unnerve,Moxie,6,86,68,72,109,66,106,507,81.5,1.5,0.125,0,Royal Pokémon,65,20,Field,No Egg Group,Medium Slow,70,0,0,0,0,2,2,Litleo,1.0,2.0,1.0,1.0,2.0,2.0,0.5,0.0,0.5,0.5,2.0,0.5,1.0,1.0,0.5,1.0,1.0,0.5
669,Flabébé Red Flower,Fairy,Fairy,Symbiosis,None,None,6,44,38,39,61,79,42,303,0.1,0.1,0.0,0,Single Bloom Pokémon,225,20,Fairy,No Egg Group,Medium Fast,70,0,0,0,0,1,3,No Preevolution,1.0,0.5,1.0,2.0,1.0,1.0,0.5,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5,1.0
669,Flabébé Yellow Flower,Fairy,Fairy,Flower Veil,Symbiosis,None,6,44,38,39,61,79,42,303,0.1,0.1,0.0,0,Single Bloom Pokémon,225,20,Fairy,No Egg Group,Medium Fast,70,0,0,0,0,1,3,No Preevolution,1.0,0.5,1.0,2.0,1.0,1.0,0.5,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5,1.0
669,Flabébé Orange Flower,Fairy,Fairy,Symbiosis,None,None,6,44,38,39,61,79,42,303,0.1,0.1,0.0,0,Single Bloom Pokémon,225,20,Fairy,No Egg Group,Medium Fast,70,0,0,0,0,1,3,No Preevolution,1.0,0.5,1.0,2.0,1.0,1.0,0.5,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5,1.0
669,Flabébé Blue Flower,Fairy,Fairy,Symbiosis,None,None,6,44,38,39,61,79,42,303,0.1,0.1,0.0,0,Single Bloom Pokémon,225,20,Fairy,No Egg Group,Medium Fast,70,0,0,0,0,1,3,No Preevolution,1.0,0.5,1.0,2.0,1.0,1.0,0.5,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5,1.0
669,Flabébé White Flower,Fairy,Fairy,Symbiosis,None,None,6,44,38,39,61,79,42,303,0.1,0.1,0.0,0,Single Bloom Pokémon,225,20,Fairy,No Egg Group,Medium Fast,70,0,0,0,0,1,3,No Preevolution,1.0,0.5,1.0,2.0,1.0,1.0,0.5,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5,1.0
670,Floette Red Flower,Fairy,Fairy,Symbiosis,None,None,6,74,65,67,125,128,92,551,0.9,0.2,0.0,0,Single Bloom Pokémon,120,20,Fairy,No Egg Group,Medium Fast,70,0,0,0,0,2,3,Flabébé,1.0,0.5,1.0,2.0,1.0,1.0,0.5,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5,1.0
670,Floette Yellow Flower,Fairy,Fairy,Flower Veil,Symbiosis,None,6,74,65,67,125,128,92,551,0.9,0.2,0.0,0,Single Bloom Pokémon,120,20,Fairy,No Egg Group,Medium Fast,70,0,0,0,0,2,3,Flabébé,1.0,0.5,1.0,2.0,1.0,1.0,0.5,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5,1.0
670,Floette Orange Flower,Fairy,Fairy,Symbiosis,None,None,6,74,65,67,125,128,92,551,0.9,0.2,0.0,0,Single Bloom Pokémon,120,20,Fairy,No Egg Group,Medium Fast,70,0,0,0,0,2,3,Flabébé,1.0,0.5,1.0,2.0,1.0,1.0,0.5,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5,1.0
670,Floette Blue Flower,Fairy,Fairy,Symbiosis,None,None,6,74,65,67,125,128,92,551,0.9,0.2,0.0,0,Single Bloom Pokémon,120,20,Fairy,No Egg Group,Medium Fast,70,0,0,0,0,2,3,Flabébé,1.0,0.5,1.0,2.0,1.0,1.0,0.5,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5,1.0
670,Floette White Flower,Fairy,Fairy,Symbiosis,None,None,6,74,65,67,125,128,92,551,0.9,0.2,0.0,0,Single Bloom Pokémon,120,20,Fairy,No Egg Group,Medium Fast,70,0,0,0,0,2,3,Flabébé,1.0,0.5,1.0,2.0,1.0,1.0,0.5,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5,1.0
671,Florges Red Flower,Fairy,Fairy,Symbiosis,None,None,6,78,65,68,112,154,75,552,10.0,1.1,0.0,0,Garden Pokémon,45,20,Fairy,No Egg Group,Medium Fast,70,0,0,0,0,3,3,Floette,1.0,0.5,1.0,2.0,1.0,1.0,0.5,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5,1.0
671,Florges Yellow Flower,Fairy,Fairy,Flower Veil,Symbiosis,None,6,78,65,68,112,154,75,552,10.0,1.1,0.0,0,Garden Pokémon,45,20,Fairy,No Egg Group,Medium Fast,70,0,0,0,0,3,3,Floette,1.0,0.5,1.0,2.0,1.0,1.0,0.5,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5,1.0
671,Florges Orange Flower,Fairy,Fairy,Symbiosis,None,None,6,78,65,68,112,154,75,552,10.0,1.1,0.0,0,Garden Pokémon,45,20,Fairy,No Egg Group,Medium Fast,70,0,0,0,0,3,3,Floette,1.0,0.5,1.0,2.0,1.0,1.0,0.5,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5,1.0
671,Florges Blue Flower,Fairy,Fairy,Symbiosis,None,None,6,78,65,68,112,154,75,552,10.0,1.1,0.0,0,Garden Pokémon,45,20,Fairy,No Egg Group,Medium Fast,70,0,0,0,0,3,3,Floette,1.0,0.5,1.0,2.0,1.0,1.0,0.5,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5,1.0
671,Florges White Flower,Fairy,Fairy,Symbiosis,None,None,6,78,65,68,112,154,75,552,10.0,1.1,0.0,0,Garden Pokémon,45,20,Fairy,No Egg Group,Medium Fast,70,0,0,0,0,3,3,Floette,1.0,0.5,1.0,2.0,1.0,1.0,0.5,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5,1.0
672,Skiddo,Grass,Grass,Sap Sipper,Grass Pelt,None,6,66,65,48,62,57,52,350,31.0,0.9,0.5,0,Mount Pokémon,200,20,Field,No Egg Group,Medium Fast,70,0,0,0,0,1,2,No Preevolution,1.0,1.0,2.0,2.0,0.5,1.0,2.0,1.0,1.0,2.0,0.5,0.5,0.5,1.0,2.0,1.0,1.0,1.0
673,Gogoat,Grass,Grass,Sap Sipper,Grass Pelt,None,6,123,100,62,97,81,68,531,91.0,1.7,0.5,0,Mount Pokémon,45,20,Field,No Egg Group,Medium Fast,70,0,0,0,0,2,2,Skiddo,1.0,1.0,2.0,2.0,0.5,1.0,2.0,1.0,1.0,2.0,0.5,0.5,0.5,1.0,2.0,1.0,1.0,1.0
674,Pancham,Fighting,Fighting,Iron Fist,Mold Breaker,Scrappy,6,67,82,62,46,48,43,348,8.0,0.6,0.5,0,Playful Pokémon,220,25,Field,Human-Like,Medium Fast,70,0,0,0,0,1,2,No Preevolution,1.0,1.0,2.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.5,2.0
675,Pangoro,Fighting,Dark,Iron Fist,Mold Breaker,Scrappy,6,95,124,78,69,71,58,495,136.0,2.1,0.5,0,Daunting Pokémon,65,25,Field,Human-Like,Medium Fast,70,0,0,0,0,2,2,Pancham,1.0,2.0,2.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.25,4.0
676,Furfrou Natural Form,Normal,Normal,Fur Coat,None,None,6,75,80,60,65,90,102,472,28.0,1.2,0.5,0,Poodle Pokémon,160,20,Field,No Egg Group,Medium Fast,70,0,0,0,0,1,1,No Preevolution,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
677,Espurr,Psychic,Psychic,Keen Eye,Infiltrator,Own Tempo,6,62,48,54,63,60,68,355,3.5,0.3,0.5,0,Restraint Pokémon,190,20,Field,No Egg Group,Medium Fast,70,0,0,0,0,1,2,No Preevolution,1.0,0.5,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0
678,Meowstic Male,Psychic,Psychic,Keen Eye,Infiltrator,None,6,74,48,76,83,81,104,466,8.5,0.6,0.5,0,Constraint Pokémon,75,20,Field,No Egg Group,Medium Fast,70,0,0,0,0,2,2,Espurr,1.0,0.5,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0
678,Meowstic Female,Psychic,Psychic,Keen Eye,Infiltrator,None,6,74,48,76,83,81,104,466,8.5,0.6,0.5,0,Constraint Pokémon,75,20,Field,No Egg Group,Medium Fast,70,0,0,0,0,2,2,Espurr,1.0,0.5,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0
679,Honedge,Steel,Ghost,No Guard,None,None,6,45,80,100,35,37,28,325,2.0,0.8,0.5,0,Sword Pokémon,180,20,Mineral,No Egg Group,Medium Fast,70,0,0,0,0,1,3,No Preevolution,0.0,0.0,0.5,0.0,2.0,0.5,0.25,2.0,0.5,2.0,1.0,0.5,1.0,0.5,0.5,0.5,2.0,0.5
680,Doublade,Steel,Ghost,No Guard,None,None,6,59,110,150,45,49,35,448,4.5,0.8,0.5,0,Sword Pokémon,90,20,Mineral,No Egg Group,Medium Fast,70,0,0,0,0,2,3,Honedge,0.0,0.0,0.5,0.0,2.0,0.5,0.25,2.0,0.5,2.0,1.0,0.5,1.0,0.5,0.5,0.5,2.0,0.5
681,Aegislash Shield Forme,Steel,Ghost,Stance Change,None,None,6,60,50,140,50,140,60,500,53.0,1.7,0.5,0,Royal Sword Pokémon,45,20,Mineral,No Egg Group,Medium Fast,70,0,0,0,0,3,3,Doublade,0.0,0.0,0.5,0.0,2.0,0.5,0.25,2.0,0.5,2.0,1.0,0.5,1.0,0.5,0.5,0.5,2.0,0.5
681,Aegislash Blade Forme,Steel,Ghost,Stance Change,None,None,6,60,140,50,140,50,60,500,53.0,1.7,0.5,0,Royal Sword Pokémon,45,20,Mineral,No Egg Group,Medium Fast,70,0,0,0,0,3,3,Doublade,0.0,0.0,0.5,0.0,2.0,0.5,0.25,2.0,0.5,2.0,1.0,0.5,1.0,0.5,0.5,0.5,2.0,0.5
682,Spritzee,Fairy,Fairy,Healer,Aroma Veil,None,6,78,52,60,63,65,23,341,0.5,0.2,0.5,0,Perfume Pokémon,200,20,Fairy,No Egg Group,Medium Fast,70,0,0,0,0,1,2,No Preevolution,1.0,0.5,1.0,2.0,1.0,1.0,0.5,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5,1.0
683,Aromatisse,Fairy,Fairy,Healer,Aroma Veil,None,6,101,72,72,99,89,29,462,15.5,0.8,0.5,0,Fragrance Pokémon,140,20,Fairy,No Egg Group,Medium Fast,70,0,0,0,0,2,2,Spritzee,1.0,0.5,1.0,2.0,1.0,1.0,0.5,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5,1.0
684,Swirlix,Fairy,Fairy,Sweet Veil,Unburden,None,6,62,48,66,59,57,49,341,3.5,0.4,0.5,0,Cotton Candy Pokémon,200,20,Fairy,No Egg Group,Medium Fast,70,0,0,0,0,1,2,No Preevolution,1.0,0.5,1.0,2.0,1.0,1.0,0.5,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5,1.0
685,Slurpuff,Fairy,Fairy,Sweet Veil,Unburden,None,6,82,80,86,85,75,72,480,5.0,0.8,0.5,0,Meringue Pokémon,140,20,Fairy,No Egg Group,Medium Fast,70,0,0,0,0,2,2,Swirlix,1.0,0.5,1.0,2.0,1.0,1.0,0.5,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5,1.0
686,Inkay,Dark,Psychic,Contrary,Suction Cups,Infiltrator,6,53,54,53,37,46,45,288,3.5,0.4,0.5,0,Revolving Pokémon,190,20,Water 1,Water 2,Medium Fast,70,0,0,0,0,1,2,No Preevolution,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,2.0
687,Malamar,Dark,Psychic,Contrary,Suction Cups,Infiltrator,6,86,92,88,68,75,73,482,47.0,1.5,0.5,0,Overturning Pokémon,80,20,Water 1,Water 2,Medium Fast,70,0,0,0,0,2,2,Inkay,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,2.0
688,Binacle,Rock,Water,Tough Claws,Sniper,Pickpocket,6,42,52,67,39,56,50,306,31.0,0.5,0.5,0,Two-Handed Pokémon,120,20,Water 3,No Egg Group,Medium Fast,70,0,0,0,0,1,2,No Preevolution,0.5,2.0,0.5,0.5,2.0,1.0,1.0,1.0,1.0,0.25,1.0,4.0,2.0,1.0,0.5,1.0,1.0,1.0
689,Barbaracle,Rock,Water,Tough Claws,Sniper,Pickpocket,6,72,105,115,54,86,68,500,96.0,1.3,0.5,0,Collective Pokémon,45,20,Water 3,No Egg Group,Medium Fast,70,0,0,0,0,2,2,Binacle,0.5,2.0,0.5,0.5,2.0,1.0,1.0,1.0,1.0,0.25,1.0,4.0,2.0,1.0,0.5,1.0,1.0,1.0
